Training: 2023-12-28 00:21:17,101-rank_id: 0
Training: 2023-12-28 08:19:42,709-Speed 798.09 samples/sec   Loss 3.3855   LearningRate 0.000313   Epoch: 4   Global Step: 178230   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:44,316-Speed 796.71 samples/sec   Loss 3.1774   LearningRate 0.000313   Epoch: 4   Global Step: 178240   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:45,921-Speed 797.58 samples/sec   Loss 3.1495   LearningRate 0.000313   Epoch: 4   Global Step: 178250   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:47,525-Speed 797.68 samples/sec   Loss 3.2964   LearningRate 0.000313   Epoch: 4   Global Step: 178260   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:49,130-Speed 797.94 samples/sec   Loss 3.0965   LearningRate 0.000313   Epoch: 4   Global Step: 178270   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:50,736-Speed 797.22 samples/sec   Loss 3.3030   LearningRate 0.000313   Epoch: 4   Global Step: 178280   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:52,389-Speed 774.43 samples/sec   Loss 2.8158   LearningRate 0.000313   Epoch: 4   Global Step: 178290   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:53,993-Speed 797.95 samples/sec   Loss 3.3506   LearningRate 0.000313   Epoch: 4   Global Step: 178300   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:55,597-Speed 797.86 samples/sec   Loss 3.3617   LearningRate 0.000313   Epoch: 4   Global Step: 178310   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:57,201-Speed 798.54 samples/sec   Loss 3.1773   LearningRate 0.000313   Epoch: 4   Global Step: 178320   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:58,798-Speed 801.53 samples/sec   Loss 3.3587   LearningRate 0.000313   Epoch: 4   Global Step: 178330   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:00,403-Speed 798.09 samples/sec   Loss 3.2719   LearningRate 0.000313   Epoch: 4   Global Step: 178340   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:02,007-Speed 797.79 samples/sec   Loss 2.8546   LearningRate 0.000313   Epoch: 4   Global Step: 178350   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:03,612-Speed 798.35 samples/sec   Loss 3.2753   LearningRate 0.000313   Epoch: 4   Global Step: 178360   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:05,217-Speed 797.40 samples/sec   Loss 3.2105   LearningRate 0.000313   Epoch: 4   Global Step: 178370   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:06,824-Speed 797.00 samples/sec   Loss 3.0783   LearningRate 0.000313   Epoch: 4   Global Step: 178380   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:08,427-Speed 798.42 samples/sec   Loss 2.9763   LearningRate 0.000313   Epoch: 4   Global Step: 178390   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:10,030-Speed 799.07 samples/sec   Loss 3.3077   LearningRate 0.000313   Epoch: 4   Global Step: 178400   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:11,634-Speed 798.79 samples/sec   Loss 2.9172   LearningRate 0.000313   Epoch: 4   Global Step: 178410   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:13,238-Speed 798.40 samples/sec   Loss 3.3834   LearningRate 0.000313   Epoch: 4   Global Step: 178420   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:14,843-Speed 797.95 samples/sec   Loss 3.0321   LearningRate 0.000313   Epoch: 4   Global Step: 178430   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:16,446-Speed 798.09 samples/sec   Loss 3.5613   LearningRate 0.000313   Epoch: 4   Global Step: 178440   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:18,052-Speed 797.33 samples/sec   Loss 3.3883   LearningRate 0.000313   Epoch: 4   Global Step: 178450   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:19,666-Speed 793.07 samples/sec   Loss 3.5384   LearningRate 0.000313   Epoch: 4   Global Step: 178460   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:21,300-Speed 784.11 samples/sec   Loss 3.3276   LearningRate 0.000313   Epoch: 4   Global Step: 178470   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:22,903-Speed 798.53 samples/sec   Loss 3.2620   LearningRate 0.000313   Epoch: 4   Global Step: 178480   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:24,508-Speed 798.01 samples/sec   Loss 3.1692   LearningRate 0.000313   Epoch: 4   Global Step: 178490   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:26,112-Speed 798.55 samples/sec   Loss 3.1343   LearningRate 0.000313   Epoch: 4   Global Step: 178500   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:27,716-Speed 798.65 samples/sec   Loss 3.1528   LearningRate 0.000313   Epoch: 4   Global Step: 178510   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:29,318-Speed 798.88 samples/sec   Loss 3.2049   LearningRate 0.000313   Epoch: 4   Global Step: 178520   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:30,978-Speed 771.21 samples/sec   Loss 3.2606   LearningRate 0.000313   Epoch: 4   Global Step: 178530   Fp16 Grad Scale: 262144   Required: 1 hours
Training: 2023-12-28 08:20:32,575-Speed 801.27 samples/sec   Loss 3.1272   LearningRate 0.000313   Epoch: 4   Global Step: 178540   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:34,178-Speed 798.51 samples/sec   Loss 3.1163   LearningRate 0.000313   Epoch: 4   Global Step: 178550   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:35,781-Speed 798.41 samples/sec   Loss 3.2954   LearningRate 0.000313   Epoch: 4   Global Step: 178560   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:37,389-Speed 796.96 samples/sec   Loss 3.0324   LearningRate 0.000313   Epoch: 4   Global Step: 178570   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:38,989-Speed 800.01 samples/sec   Loss 3.4649   LearningRate 0.000313   Epoch: 4   Global Step: 178580   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:40,594-Speed 797.14 samples/sec   Loss 3.5407   LearningRate 0.000313   Epoch: 4   Global Step: 178590   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:42,197-Speed 798.51 samples/sec   Loss 3.0775   LearningRate 0.000313   Epoch: 4   Global Step: 178600   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:43,800-Speed 798.66 samples/sec   Loss 3.0918   LearningRate 0.000313   Epoch: 4   Global Step: 178610   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:45,406-Speed 797.38 samples/sec   Loss 3.5104   LearningRate 0.000313   Epoch: 4   Global Step: 178620   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:47,009-Speed 798.39 samples/sec   Loss 3.1362   LearningRate 0.000313   Epoch: 4   Global Step: 178630   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:48,613-Speed 798.20 samples/sec   Loss 2.8529   LearningRate 0.000313   Epoch: 4   Global Step: 178640   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:50,220-Speed 797.15 samples/sec   Loss 3.1648   LearningRate 0.000313   Epoch: 4   Global Step: 178650   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:51,825-Speed 797.27 samples/sec   Loss 3.2500   LearningRate 0.000313   Epoch: 4   Global Step: 178660   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:53,430-Speed 798.37 samples/sec   Loss 2.9126   LearningRate 0.000313   Epoch: 4   Global Step: 178670   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:20:55,036-Speed 797.38 samples/sec   Loss 3.3986   LearningRate 0.000313   Epoch: 4   Global Step: 178680   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:56,640-Speed 797.97 samples/sec   Loss 3.1406   LearningRate 0.000313   Epoch: 4   Global Step: 178690   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:58,244-Speed 798.32 samples/sec   Loss 3.3531   LearningRate 0.000313   Epoch: 4   Global Step: 178700   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:20:59,850-Speed 797.45 samples/sec   Loss 3.2261   LearningRate 0.000313   Epoch: 4   Global Step: 178710   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:01,454-Speed 798.01 samples/sec   Loss 3.8492   LearningRate 0.000313   Epoch: 4   Global Step: 178720   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:03,058-Speed 798.06 samples/sec   Loss 3.5515   LearningRate 0.000313   Epoch: 4   Global Step: 178730   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:04,662-Speed 798.64 samples/sec   Loss 3.0333   LearningRate 0.000313   Epoch: 4   Global Step: 178740   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:06,259-Speed 801.19 samples/sec   Loss 3.2386   LearningRate 0.000313   Epoch: 4   Global Step: 178750   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:07,865-Speed 798.00 samples/sec   Loss 3.2022   LearningRate 0.000313   Epoch: 4   Global Step: 178760   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:09,467-Speed 798.63 samples/sec   Loss 2.7902   LearningRate 0.000313   Epoch: 4   Global Step: 178770   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:11,072-Speed 797.81 samples/sec   Loss 3.1650   LearningRate 0.000313   Epoch: 4   Global Step: 178780   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:12,725-Speed 774.94 samples/sec   Loss 3.0573   LearningRate 0.000313   Epoch: 4   Global Step: 178790   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:14,330-Speed 797.82 samples/sec   Loss 3.2585   LearningRate 0.000313   Epoch: 4   Global Step: 178800   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:15,934-Speed 798.00 samples/sec   Loss 2.9632   LearningRate 0.000313   Epoch: 4   Global Step: 178810   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:17,537-Speed 798.55 samples/sec   Loss 3.2694   LearningRate 0.000313   Epoch: 4   Global Step: 178820   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:19,141-Speed 798.25 samples/sec   Loss 3.1061   LearningRate 0.000313   Epoch: 4   Global Step: 178830   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:20,748-Speed 797.34 samples/sec   Loss 3.0552   LearningRate 0.000313   Epoch: 4   Global Step: 178840   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:22,354-Speed 796.96 samples/sec   Loss 3.3146   LearningRate 0.000313   Epoch: 4   Global Step: 178850   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:23,959-Speed 797.38 samples/sec   Loss 2.8845   LearningRate 0.000313   Epoch: 4   Global Step: 178860   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:25,563-Speed 798.47 samples/sec   Loss 3.1683   LearningRate 0.000313   Epoch: 4   Global Step: 178870   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:27,167-Speed 798.15 samples/sec   Loss 3.1179   LearningRate 0.000313   Epoch: 4   Global Step: 178880   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:28,771-Speed 797.98 samples/sec   Loss 3.2413   LearningRate 0.000313   Epoch: 4   Global Step: 178890   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:30,374-Speed 798.29 samples/sec   Loss 3.0942   LearningRate 0.000313   Epoch: 4   Global Step: 178900   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:31,979-Speed 797.99 samples/sec   Loss 3.3952   LearningRate 0.000313   Epoch: 4   Global Step: 178910   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:33,577-Speed 801.28 samples/sec   Loss 3.3861   LearningRate 0.000313   Epoch: 4   Global Step: 178920   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:35,181-Speed 798.18 samples/sec   Loss 3.5007   LearningRate 0.000313   Epoch: 4   Global Step: 178930   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:36,787-Speed 797.62 samples/sec   Loss 3.4769   LearningRate 0.000313   Epoch: 4   Global Step: 178940   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:38,391-Speed 797.87 samples/sec   Loss 3.4652   LearningRate 0.000313   Epoch: 4   Global Step: 178950   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:39,996-Speed 798.72 samples/sec   Loss 3.3709   LearningRate 0.000313   Epoch: 4   Global Step: 178960   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:41,600-Speed 797.72 samples/sec   Loss 3.2713   LearningRate 0.000313   Epoch: 4   Global Step: 178970   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:43,204-Speed 798.73 samples/sec   Loss 3.5477   LearningRate 0.000313   Epoch: 4   Global Step: 178980   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:44,807-Speed 798.47 samples/sec   Loss 3.1273   LearningRate 0.000313   Epoch: 4   Global Step: 178990   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:46,411-Speed 798.43 samples/sec   Loss 3.1355   LearningRate 0.000313   Epoch: 4   Global Step: 179000   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:48,016-Speed 797.93 samples/sec   Loss 3.1073   LearningRate 0.000313   Epoch: 4   Global Step: 179010   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:49,621-Speed 797.78 samples/sec   Loss 3.2200   LearningRate 0.000313   Epoch: 4   Global Step: 179020   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:51,225-Speed 798.91 samples/sec   Loss 3.1495   LearningRate 0.000313   Epoch: 4   Global Step: 179030   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:52,829-Speed 797.80 samples/sec   Loss 3.0968   LearningRate 0.000313   Epoch: 4   Global Step: 179040   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:21:54,427-Speed 801.13 samples/sec   Loss 3.2873   LearningRate 0.000313   Epoch: 4   Global Step: 179050   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:56,031-Speed 798.13 samples/sec   Loss 3.5930   LearningRate 0.000313   Epoch: 4   Global Step: 179060   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:57,634-Speed 798.55 samples/sec   Loss 2.9504   LearningRate 0.000313   Epoch: 4   Global Step: 179070   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:21:59,238-Speed 799.00 samples/sec   Loss 3.0800   LearningRate 0.000313   Epoch: 4   Global Step: 179080   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:00,840-Speed 798.72 samples/sec   Loss 2.9563   LearningRate 0.000313   Epoch: 4   Global Step: 179090   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:02,445-Speed 798.13 samples/sec   Loss 3.1520   LearningRate 0.000313   Epoch: 4   Global Step: 179100   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:04,049-Speed 797.86 samples/sec   Loss 3.2383   LearningRate 0.000313   Epoch: 4   Global Step: 179110   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:05,655-Speed 797.79 samples/sec   Loss 3.0670   LearningRate 0.000313   Epoch: 4   Global Step: 179120   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:07,259-Speed 797.91 samples/sec   Loss 3.2466   LearningRate 0.000313   Epoch: 4   Global Step: 179130   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:08,863-Speed 798.01 samples/sec   Loss 3.4209   LearningRate 0.000313   Epoch: 4   Global Step: 179140   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:10,467-Speed 798.20 samples/sec   Loss 3.2153   LearningRate 0.000313   Epoch: 4   Global Step: 179150   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:22:12,070-Speed 798.56 samples/sec   Loss 3.5094   LearningRate 0.000313   Epoch: 4   Global Step: 179160   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:22:13,668-Speed 801.06 samples/sec   Loss 3.1834   LearningRate 0.000313   Epoch: 4   Global Step: 179170   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:15,273-Speed 798.22 samples/sec   Loss 3.6414   LearningRate 0.000313   Epoch: 4   Global Step: 179180   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:16,877-Speed 798.29 samples/sec   Loss 3.1081   LearningRate 0.000313   Epoch: 4   Global Step: 179190   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:18,481-Speed 797.70 samples/sec   Loss 3.5955   LearningRate 0.000313   Epoch: 4   Global Step: 179200   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:20,086-Speed 797.70 samples/sec   Loss 3.4475   LearningRate 0.000313   Epoch: 4   Global Step: 179210   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:21,692-Speed 797.11 samples/sec   Loss 3.1070   LearningRate 0.000313   Epoch: 4   Global Step: 179220   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:23,300-Speed 797.10 samples/sec   Loss 2.8255   LearningRate 0.000313   Epoch: 4   Global Step: 179230   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:24,904-Speed 797.69 samples/sec   Loss 2.8249   LearningRate 0.000313   Epoch: 4   Global Step: 179240   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:26,560-Speed 772.87 samples/sec   Loss 2.9447   LearningRate 0.000313   Epoch: 4   Global Step: 179250   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:28,164-Speed 798.46 samples/sec   Loss 3.2101   LearningRate 0.000313   Epoch: 4   Global Step: 179260   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:29,767-Speed 798.96 samples/sec   Loss 3.0757   LearningRate 0.000313   Epoch: 4   Global Step: 179270   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:22:31,364-Speed 801.55 samples/sec   Loss 3.0712   LearningRate 0.000313   Epoch: 4   Global Step: 179280   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:32,969-Speed 798.28 samples/sec   Loss 3.2412   LearningRate 0.000313   Epoch: 4   Global Step: 179290   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:34,573-Speed 797.68 samples/sec   Loss 3.3602   LearningRate 0.000313   Epoch: 4   Global Step: 179300   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:36,179-Speed 798.00 samples/sec   Loss 3.0763   LearningRate 0.000313   Epoch: 4   Global Step: 179310   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:22:37,783-Speed 797.98 samples/sec   Loss 3.0801   LearningRate 0.000313   Epoch: 4   Global Step: 179320   Fp16 Grad Scale: 65536   Required: 1 hours
